student_id,feedback
9991,The exam was fair and well structured
9992,Paper was moderate
9993,Time was insufficient
9994,Average experience
9995,Excellent exam pattern
9996,Questions were too difficult
9997,Excellent exam pattern
9998,Average experience
9999,Time was insufficient
10000,Average experience
10001,Very satisfied with the exam
10002,Overall good experience
10003,Overall good experience
10004,The exam was fair and well structured
10005,Very satisfied with the exam
10006,Questions were too difficult
10007,Overall good experience
10008,Paper was moderate
10009,Paper was moderate
10010,Not happy with difficulty level
10011,Excellent exam pattern
10012,Time was insufficient
10013,The exam was fair and well structured
10014,Excellent exam pattern
10015,Overall good experience
10016,Paper was moderate
10017,The exam was fair and well structured
10018,Questions were too difficult
10019,Overall good experience
10020,Not happy with difficulty level
10021,Poor time management required
10022,Overall good experience
10023,Not happy with difficulty level
10024,Not happy with difficulty level
10025,Time was insufficient
10026,Excellent exam pattern
10027,The exam was fair and well structured
10028,Average experience
10029,Overall good experience
10030,Overall good experience
10031,Not happy with difficulty level
10032,Very satisfied with the exam
10033,Questions were too difficult
10034,Very satisfied with the exam
10035,Excellent exam pattern
10036,Very satisfied with the exam
10037,Paper was moderate
10038,Very satisfied with the exam
10039,The exam was fair and well structured
10040,Time was insufficient
10041,The exam was fair and well structured
10042,Overall good experience
10043,Not happy with difficulty level
10044,Overall good experience
10045,Average experience
10046,Excellent exam pattern
10047,Overall good experience
10048,Time was insufficient
10049,Poor time management required
10050,Paper was moderate
10051,The exam was fair and well structured
10052,Very satisfied with the exam
10053,Poor time management required
10054,Paper was moderate
10055,Poor time management required
10056,Overall good experience
10057,The exam was fair and well structured
10058,Excellent exam pattern
10059,Average experience
10060,Questions were too difficult
10061,Very satisfied with the exam
10062,Not happy with difficulty level
10063,Time was insufficient
10064,Excellent exam pattern
10065,Excellent exam pattern
10066,Overall good experience
10067,Poor time management required
10068,Excellent exam pattern
10069,Very satisfied with the exam
10070,Paper was moderate
10071,Average experience
10072,Not happy with difficulty level
10073,Overall good experience
10074,Paper was moderate
10075,Questions were too difficult
10076,Average experience
10077,Paper was moderate
10078,The exam was fair and well structured
10079,Not happy with difficulty level
10080,Poor time management required
10081,Average experience
10082,Average experience
10083,Overall good experience
10084,Excellent exam pattern
10085,Time was insufficient
10086,Time was insufficient
10087,Poor time management required
10088,Paper was moderate
10089,Overall good experience
10090,Excellent exam pattern
10091,Poor time management required
10092,Very satisfied with the exam
10093,Questions were too difficult
10094,Time was insufficient
10095,Time was insufficient
10096,Average experience
10097,Average experience
10098,Paper was moderate
10099,Paper was moderate
10100,Time was insufficient
10101,Excellent exam pattern
10102,Poor time management required
10103,Paper was moderate
10104,Not happy with difficulty level
10105,Not happy with difficulty level
10106,Questions were too difficult
10107,Questions were too difficult
10108,Questions were too difficult
10109,Excellent exam pattern
10110,Excellent exam pattern
10111,Excellent exam pattern
10112,The exam was fair and well structured
10113,Questions were too difficult
10114,Paper was moderate
10115,Excellent exam pattern
10116,Excellent exam pattern
10117,Paper was moderate
10118,Poor time management required
10119,Very satisfied with the exam
10120,Average experience
10121,Very satisfied with the exam
10122,Excellent exam pattern
10123,Poor time management required
10124,Time was insufficient
10125,The exam was fair and well structured
10126,Excellent exam pattern
10127,Overall good experience
10128,Poor time management required
10129,Poor time management required
10130,Excellent exam pattern
10131,Excellent exam pattern
10132,Paper was moderate
10133,Excellent exam pattern
10134,Time was insufficient
10135,Very satisfied with the exam
10136,Poor time management required
10137,Overall good experience
10138,Questions were too difficult
10139,Average experience
10140,Time was insufficient
10141,Poor time management required
10142,Excellent exam pattern
10143,Poor time management required
10144,Average experience
10145,Paper was moderate
10146,Excellent exam pattern
10147,Poor time management required
10148,Time was insufficient
10149,Paper was moderate
10150,Paper was moderate
10151,Excellent exam pattern
10152,Not happy with difficulty level
10153,Very satisfied with the exam
10154,Very satisfied with the exam
10155,Questions were too difficult
10156,Excellent exam pattern
10157,Excellent exam pattern
10158,Not happy with difficulty level
10159,Time was insufficient
10160,Questions were too difficult
10161,Average experience
10162,Very satisfied with the exam
10163,Questions were too difficult
10164,Overall good experience
10165,Very satisfied with the exam
10166,Time was insufficient
10167,Not happy with difficulty level
10168,Overall good experience
10169,Average experience
10170,Not happy with difficulty level
10171,Very satisfied with the exam
10172,Questions were too difficult
10173,Not happy with difficulty level
10174,Overall good experience
10175,Poor time management required
10176,Time was insufficient
10177,Overall good experience
10178,Poor time management required
